id,name,phone,email,company,status,disposition,summary,called_at_iso,log_id
16628,MGR Technologies,+919880460951,mgrtechnologies1978@gmail.com,MGR Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:02:59.146528Z,
16629,Maruthi Electricals,+919686226372,maruthi.electricals26@gmail.com,Maruthi Electricals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T07:01:41.220124Z,
16630,Lalith Lamp & Shades,+919980667730,lalithlamp@gmail.com,Lalith Lamp & Shades,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T06:59:15.591778Z,
16631,Vaishnavi Enterprises,+919342541594,info@vaishnavipowers.com,Vaishnavi Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T06:57:23.234918Z,
16632,S V Marketing India Pvt Ltd,+919945577776,info@svmarketingindia.com,S V Marketing India Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T06:56:05.415379Z,
16633,Noel Technologies,+919845681435,info@noeltechnologies.com,Noel Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T06:55:35.789313Z,
16634,Canara Decor,+919845173865,canarafurnitures@gmail.com,Canara Decor,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T06:39:05.838979Z,
16635,Ohmstronics Lighting Solutions,+919600008824,SALES@OHMSTRONICSLIGHTING.COM,Ohmstronics Lighting Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T06:27:20.191714Z,
16636,S R Electronics,+919810838833,rajeshsinghal@yahoo.com,S R Electronics,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T06:26:03.500964Z,
16637,Mokshitha Enterprises,+919677200055,MOKSHIIMPEXCO@GMAIL.COM,Mokshitha Enterprises,completed,Answered,The assistant introduced themselves and asked if the user had a minute. The user made no explicit statements of interest or disinterest in the provided transcript.,2026-05-08T13:05:18.756178Z,
16638,Rajsuri's Studio-L,+919840035598,lightingwonders@gmail.com,Rajsuri's Studio-L,completed,Answered,The call was very brief and ended before the user could explicitly state interest or disinterest. The user began to ask about the topic of the call.,2026-05-08T13:03:30.353862Z,
16639,Shri Kanakka Durga Electrical Industries,+919444194250,jaisoled@gmail.com,Shri Kanakka Durga Electrical Industries,completed,Answered,The call ended before the user could respond to the assistant's opening. No explicit interest or disinterest was expressed by the user.,2026-05-08T12:58:28.030330Z,
16640,Serwell Medi Equip (P) Ltd,+919840023595,info@serwellmedi.com,Serwell Medi Equip (P) Ltd,completed,Answered,"The assistant introduced themselves and asked for a minute, but the user did not respond or engage. Nothing explicit was said by the user.",2026-05-08T12:57:03.930332Z,
16641,Air System,+919884048888,info@asplparts.com,Air System,completed,Answered,The call began with the assistant's introduction and a request for the user's time. The user did not provide an explicit response regarding interest or disinterest.,2026-05-08T12:53:00.835632Z,
16642,TARA TRADERS,+919841153019,balachandar53019@gmail.com,TARA TRADERS,completed,Answered,"The call was answered by an automated system stating the number was not available. No human user was reached, and the user did not explicitly commit or decline the offer.",2026-05-08T12:48:04.433258Z,
16643,J P Electronic Devices (India) (P) Ltd,+917949104600,sales@jpedindia.com,J P Electronic Devices (India) (P) Ltd,completed,Answered,"The call was answered by an automated IVR system that continuously presented menu options, preventing the sales assistant from connecting with a human or delivering the sales pitch. The user (IVR) did not explicitly express interest or disinterest.",2026-05-08T12:45:32.789389Z,
16644,Mahaveer Electricals,+918792601704,info@mahaveerelectricals.com,Mahaveer Electricals,completed,Answered,"The assistant introduced themselves and asked for a minute, but the user did not respond and provided no explicit statement of interest or disinterest.",2026-05-08T12:36:26.637564Z,
16645,Navin Electricals & Plumbing Wholesale,+919448393061,laxmansingh15500@gmail.com,Navin Electricals & Plumbing Wholesale,completed,Answered,"The Assistant introduced themselves and asked if the user had a minute, but the user did not speak or respond, leaving the call outcome ambiguous.",2026-05-08T12:33:33.939140Z,
16646,Ferrari Eastern Fans India Pvt Ltd,+919845071018,fefiblr@fefi.in,Ferrari Eastern Fans India Pvt Ltd,completed,Answered,"The call began with the Assistant's introduction and an inquiry about availability, but the user did not respond, so no explicit interest or disinterest was expressed.",2026-05-08T12:32:13.890557Z,
16647,United Cooling Towers,+919320270004,unitedcoolingtowers9320270004@gmail.com,United Cooling Towers,completed,Answered,"The user was confused about the purpose of the call, repeatedly asking for clarification. The Assistant did not provide a clear explanation before the call ended, so no interest or disinterest was expressed by the user.",2026-05-08T12:28:37.078527Z,
16648,United Industries,+919448271145,umashankar@unitedindustriesindia.com,United Industries,completed,Answered,"The call initiated with the Assistant's introduction, but no response from the user was recorded, so no explicit interest or disinterest was expressed.",2026-05-08T12:27:10.332324Z,
16649,GI DUCT FEBRICATION,+919535105217,syedsaif332@gmail.com,GI DUCT FEBRICATION,completed,Answered,"The assistant introduced themselves and asked for a minute, but the user did not respond to their opening question, so no interest was expressed.",2026-05-08T12:23:32.669685Z,
16650,Sri Venkateshwara Air Systems,+919980233521,svairsystem@gmail.com,Sri Venkateshwara Air Systems,completed,Answered,"The Assistant initiated the call, but no user response was recorded in this snippet, so the disposition is 'Answered' as nothing explicit was said by the user.",2026-05-08T12:22:46.975253Z,
16651,Panasonic Life Solutions India Pvt. Ltd,+918657944515,solar@in.panasonic.com,Panasonic Life Solutions India Pvt. Ltd,completed,Answered,"The assistant introduced themselves, but the transcript provides no user response, so no explicit interest or disinterest was expressed.",2026-05-08T12:21:47.221496Z,
16652,SMS Engineering,+919573311303,smsengg2016@gmail.com,SMS Engineering,completed,Answered,"The assistant introduced themselves and asked if the user had a minute. The user has not yet responded, so nothing explicit was said regarding interest.",2026-05-08T12:20:02.190749Z,
16653,AMAR RADIO CORPORATION,+917975477851,sales84@amarradio.com,AMAR RADIO CORPORATION,completed,Answered,"The call ended after the assistant's introduction, before the user could respond or express any interest. No explicit statement of interest or disinterest was made by the user.",2026-05-08T12:11:34.245034Z,
16654,Vends Tech India Pvt. Ltd.,+919858585599,sales@vendsindia.com,Vends Tech India Pvt. Ltd.,completed,Answered,"The call started with the Assistant's introduction and a request for a minute of the user's time, but the transcript ends before any user response. Nothing explicit was said by the user.",2026-05-08T12:10:38.490660Z,
16655,Suman Electric Udyog Pvt Ltd.,+919590376643,sales@sumanblr.com,Suman Electric Udyog Pvt Ltd.,completed,Answered,"The assistant initiated the call, introduced herself, and asked if the user had a minute. The transcript ends before the user responded, so no explicit interest or disinterest was expressed.",2026-05-08T12:09:24.615977Z,
16656,Raj Electricals,+918484848418,sales@rajelectricals.co.in,Raj Electricals,completed,Answered,"The call began with the Assistant's introduction and a question, but the user has not yet spoken, so no explicit interest or disinterest was expressed.",2026-05-08T12:08:12.508510Z,
16657,AMMAN ENTERPRISES,+918148677441,sales@ammanindia.com,AMMAN ENTERPRISES,completed,Answered,"The assistant initiated the call and asked for a minute of time, but the user did not respond, so no interest or disinterest was expressed.",2026-05-08T11:09:25.210703Z,
16658,Ajanta Electricals,+919873656341,sales@ajantaelectrical.com,Ajanta Electricals,completed,Answered,"The user was confused by the assistant's introduction, asking 'when you did what?'. The call ended without the user explicitly committing or declining the offer, leading to an 'Answered' disposition.",2026-05-08T11:08:29.434528Z,
16659,UNIMAC CONTROL SYSTEMS,+919825012198,info@unimacvalves.co.in,UNIMAC CONTROL SYSTEMS,completed,Answered,The assistant attempted to share an offer and provided a contact number for follow-up. The user did not explicitly commit or decline the offer; they were focused on getting the contact information from the assistant.,2026-05-08T10:59:20.543242Z,
16660,STAR SCIENTIFIC GLASS CO,+919825034494,info@starscientificindia.com,STAR SCIENTIFIC GLASS CO,completed,Answered,"The call was extremely brief, with the assistant introducing themselves and asking for time. The user did not provide any response or explicit indication of interest or disinterest.",2026-05-08T10:56:25.684510Z,
16661,Sigma Scientific Glass Pvt. Ltd.,+919879619121,info@sigmaglassindia.com,Sigma Scientific Glass Pvt. Ltd.,completed,Answered,"The Assistant introduced herself and asked if the callee had a minute. The User did not respond, so their interest could not be determined.",2026-05-08T10:52:40.937107Z,
16227,Modern Plastics Company,+917926441144,info@pvcpipe.in,Modern Plastics Company,completed,Interested,"The user provided an email address for more information, indicating interest in the offer. They explicitly stated, ""Send me email by info@thepvcpipe.in.""",2026-05-08T10:50:27.515121Z,
16913,Payal Irrigation Pvt Ltd,+919687328822,info@payalirrigation.com,Payal Irrigation Pvt Ltd,completed,Call Later,"The user explicitly asked the assistant to call tomorrow (""कल जगवा""), indicating they were unable to speak at the moment.",2026-05-08T10:45:59.806247Z,
16662,Meena cast Pvt Ltd,+919824234488,info@meenacast.com,Meena cast Pvt Ltd,completed,Answered,"The call connected to an automated voicemail system. No human contact was made, and therefore the user did not express any explicit interest or disinterest.",2026-05-08T10:40:47.390681Z,
16663,Madhavendra Enterprise,+919925517928,info@madhaventerprise.in,Madhavendra Enterprise,completed,Answered,"The assistant initiated the call and introduced themselves. No user response was recorded, so no explicit interest or disinterest was expressed by the user.",2026-05-08T10:29:04.268315Z,
16664,Hitech Instrumentation,+919920384497,info@hitechints.com,Hitech Instrumentation,completed,Answered,"The call began with the Assistant's introduction and a question, but the user did not respond. No explicit interest or disinterest was expressed, as there was no user input.",2026-05-08T10:24:02.547089Z,
16665,FLOWBIZ EXPORTS PVT.LTD.,+919016868686,info@flowbizexports.com,FLOWBIZ EXPORTS PVT.LTD.,completed,Answered,"The call was brief and confusing, with the user's responses being unclear and not engaging with the Assistant's greeting. The user never explicitly stated interest or disinterest.",2026-05-08T10:21:45.503777Z,
16666,ATAUFF HYDRAULIC STORE,+919737259888,info@atauffhydraulic.com,ATAUFF HYDRAULIC STORE,completed,Answered,"The call was very short. The assistant introduced themselves, and the user only responded with ""Hello."" The user did not explicitly state interest or disinterest.",2026-05-08T10:18:34.470139Z,
16667,Anjalee Industries,+919898255451,info@anjaleevalves.com,Anjalee Industries,completed,Answered,"The Assistant initiated the call and made an opening statement, but there was no response or stated interest/disinterest from the user. Nothing explicit was said by the user.",2026-05-08T10:13:18.902268Z,
16668,Process Equipment Corporation,+919427068316,info@anchorvalves.com,Process Equipment Corporation,completed,Answered,"The call was very brief, with the user only providing a greeting. No explicit interest or disinterest was expressed, and the conversation ended almost immediately.",2026-05-08T10:11:40.341810Z,
16669,Airmax Gujarat Private Limited,+919723371577,info@airmaxgujarat.com,Airmax Gujarat Private Limited,completed,Answered,"The call only contains the Assistant's opening. The user did not respond, so no explicit interest or disinterest was expressed.",2026-05-08T10:08:07.379607Z,
16670,HydroFit Hydraulic,+919327046296,hydrofitmarketing@gmail.com,HydroFit Hydraulic,completed,Answered,"The assistant introduced herself and asked for a minute, but the call ended without the user responding or expressing any interest/disinterest. The user never clearly committed or declined the offer.",2026-05-08T10:05:12.454899Z,
16671,ROTEX AUTOMATION LIMITED,+918792739273,enq@rotexautomation.com,ROTEX AUTOMATION LIMITED,completed,Answered,"The assistant initiated the call and asked for a minute, but the user did not speak in the provided transcript, so no explicit interest or disinterest was conveyed.",2026-05-08T09:28:32.890653Z,
16672,AIR POWER SERVICE,+919924913133,airpowerservice@gmail.com,AIR POWER SERVICE,completed,Answered,"The Assistant introduced themselves and asked if the user had a minute, but the user did not respond in the provided transcript.",2026-05-08T09:20:21.125739Z,
16673,Air Blow Systems,+919825441011,airblowsystems@gmail.com,Air Blow Systems,completed,Answered,"The call was answered, but the user did not engage with the Assistant's introduction, appearing to be speaking to someone else internally. No explicit statement of interest or disinterest was made.",2026-05-08T09:18:44.700902Z,
16674,Trizon Electricals,+918320374642,trizonelectricals@gmail.com,Trizon Electricals,completed,Answered,"The assistant reached the callee's voicemail. No direct interaction with the intended contact occurred, and no explicit interest or disinterest was expressed.",2026-05-08T09:14:10.276829Z,
16675,Micro Energy System,+919512112191,Sales.microenergysystem@gmail.com,Micro Energy System,completed,Answered,"The assistant introduced herself and asked for a minute of the user's time, but the user provided no response in the transcript; 'Answered' is used because nothing explicit was said.",2026-05-08T09:12:45.991101Z,
16676,Light Inside Pvt. Ltd.,+919825431492,sales@lightinside.in,Light Inside Pvt. Ltd.,completed,Answered,"The call connected to a voicemail system, and the user was not available to speak. No explicit interest or disinterest was conveyed by the user.",2026-05-08T09:07:09.510840Z,
16677,JABLA LIGHTINGS,+919016318422,nilay@cleanroomproduct.com,JABLA LIGHTINGS,completed,Answered,"The call was very fragmented and unclear, with the user's responses being mostly unidentifiable or out of context. The user did not explicitly state interest or disinterest in any offer.",2026-05-08T08:55:50.150031Z,
16678,Dhanashree Electronics Ltd,+919007825555,info@rashmilighting.com,Dhanashree Electronics Ltd,completed,Answered,"The call ended after the assistant's opening line, with no response from the user. No explicit interest or disinterest was expressed.",2026-05-08T08:33:29.115215Z,
16679,GMDT MARINE &INDUSTRIAL ENGINEERING PVT. LTD,+919427187035,info@gmdtengineering.com,GMDT MARINE &INDUSTRIAL ENGINEERING PVT. LTD,completed,Answered,"The call started with an introduction from the Assistant, but the user did not respond to indicate interest or disinterest.",2026-05-08T08:25:08.403717Z,
16680,Accu- Tech Engineering,+919998700941,info@accutechflpfan.com,Accu- Tech Engineering,completed,Answered,The assistant reached a voicemail system for the user. Nothing explicit was said by a human to indicate interest or disinterest.,2026-05-08T08:19:30.365818Z,
16681,LIGHT ON Lighting Fixture,+919825051404,Crown_hetal@yahoo.com,LIGHT ON Lighting Fixture,completed,Answered,"The assistant introduced themselves and asked for a minute, but the user did not respond, so no explicit interest or disinterest was expressed.",2026-05-08T08:11:21.927429Z,
16682,KWW ELECTRICALS & ELECTRONICS PRIVA,+919836786363,care@kwwelectricals.com,KWW ELECTRICALS & ELECTRONICS PRIVA,completed,Answered,"The call was answered by an automated system that stated all service officers were busy and asked the Assistant to hold the line. No human user was reached, so no pitch was delivered and nothing explicit was said regarding interest.",2026-05-08T08:04:03.321614Z,
16683,AJWIN Alight for Bright Tomorrow,+919727419391,ajwin1978@gmail.com,AJWIN Alight for Bright Tomorrow,completed,Answered,"The call was very brief and ended abruptly after the user acknowledged the assistant's greeting. No pitch was delivered, and no interest or disinterest in an offer was expressed by the user.",2026-05-08T08:02:22.930615Z,
16914,SKF India,+919638411222,Jayant.Parihar@skf.com,SKF India,completed,Busy,"The user was busy and unable to proceed with the call at that moment, stating ""I am not available in front of my system as of now. Give me some time."" They also requested more context about a previous communication.",2026-05-08T07:58:02.079546Z,
16684,Jenil International (SKF Bearings Stockist & Distributor),+919757038405,info@jenilinternational.com,Jenil International (SKF Bearings Stockist & Distributor),completed,Answered,"The assistant initiated the call with an introduction and a request for a minute of the user's time. The transcript ends before any user response, so the outcome is unknown.",2026-05-08T07:56:42.163821Z,
16685,Avcon Systems,+919833147460,sales@avconforklift.com,Avcon Systems,completed,Answered,The assistant introduced herself and asked if the user had a minute. The user made no explicit statement of interest or disinterest.,2026-05-08T07:41:05.707007Z,
16686,Gemini Equipment and Rentals (P) Ltd,+919029251253,info@gear-india.com,Gemini Equipment and Rentals (P) Ltd,completed,Answered,"The call started with the assistant's introduction, but the transcript ends before the user responds, making it too short to determine any interest.",2026-05-08T07:31:35.007725Z,
16687,Shree Ram Air-Tech,+919730072214,ductcooler@gmail.com,Shree Ram Air-Tech,completed,Answered,"The assistant introduced herself and asked if the user had a minute, but the user did not provide an explicit statement of interest or disinterest, nor did they respond.",2026-05-08T07:31:01.371052Z,
16688,Vends Tech India Pvt. Ltd.,+919858585599,sales@vendsindia.com,Vends Tech India Pvt. Ltd.,completed,Answered,"The call was extremely brief, with only the assistant speaking and no response or engagement from the user. No explicit interest or disinterest was expressed by the user.",2026-05-08T07:27:57.349514Z,
16689,National Aircon,+919833395951,nationalaircon.sale@gmail.com,National Aircon,completed,Answered,"The call consisted only of the assistant's opening. The user did not respond, and nothing explicit was said regarding interest or disinterest.",2026-05-08T07:27:09.013062Z,
16690,Vends Tech India Pvt. Ltd.,+919858585599,sales@vendsindia.com,Vends Tech India Pvt. Ltd.,completed,Answered,"The Assistant initiated the call and asked if the user had a minute, but there was no response or explicit statement from the user in the provided transcript.",2026-05-08T07:14:38.735484Z,
16691,Jain Engineering Works,+919823068503,contact@jaindanpeti-aircoolers.com,Jain Engineering Works,completed,Answered,"The assistant introduced themselves and asked if the user had a minute, but the user did not respond, and no interest was explicitly stated.",2026-05-08T07:03:43.841152Z,
16692,Sujata Enterprises,+918097182413,sujataenterprise345@gmail.com,Sujata Enterprises,completed,Answered,"The call began with the Assistant's introduction, but the transcript ends without any response or statement from the User, so their disposition is unknown.",2026-05-08T06:55:37.365270Z,
16693,Cold Square,+919920041468,info@coldsquarerefrigeration.com,Cold Square,completed,Answered,"The assistant initiated the call and introduced themselves, asking if the user had a minute. The user's response is not recorded in this transcript, so no explicit interest or disinterest was expressed.",2026-05-08T06:47:18.232018Z,
16694,Panasonic Exclusive Store Sahakar Electronics,+918291342998,sahakarelectronics@gmail.com,Panasonic Exclusive Store Sahakar Electronics,completed,Answered,"The call was very brief; the user's only statement was a standard disclosure about call recording, and they did not explicitly state interest or disinterest in the offer.",2026-05-08T06:40:08.148177Z,
16695,TEMPO INSTRUMENTS PVT LTD,+919820464003,enquiry@tempo.net.in,TEMPO INSTRUMENTS PVT LTD,completed,Answered,"The assistant introduced themselves and asked for a minute, but the user did not respond or acknowledge the call. Nothing explicit was said by the user.",2026-05-08T06:29:07.266898Z,
16696,FUTURE RAY TECHNO SOLUTIONS,+917259676627,info@frtnsolutions.in,FUTURE RAY TECHNO SOLUTIONS,completed,Answered,"The call began with the assistant introducing herself and asking if the prospect had a minute, but the transcript ends before any interaction or outcome.",2026-05-07T11:28:55.276630Z,
16697,Excel Network Solutions,+919510834781,excelnetwork@gmail.com,Excel Network Solutions,completed,Answered,"The call began with the sales assistant introducing herself and her company, then asking if the prospect had a minute to talk. No further interaction is provided in the transcript.",2026-05-07T11:26:39.928314Z,
16698,Lattice Networks,+919880012148,helpdesklatticeenteworks@gmail.com,Lattice Networks,completed,Answered,The call has just begun with the sales agent introducing herself and asking for a minute of the prospect's time. No interaction from the prospect has occurred yet.,2026-05-07T11:18:22.756864Z,
16699,System Needs,+919845543444,support@systemneeds.in,System Needs,completed,Answered,"The sales agent introduced themselves and asked if the recipient had a minute, but the transcript ends without any response from the prospect or further conversation.",2026-05-07T11:17:09.549185Z,
16700,Top Gun Network Technologies Pvt Ltd,+919845071018,info@topguntechnologies.com,Top Gun Network Technologies Pvt Ltd,completed,Answered,"The call was extremely brief and incomplete. The agent introduced herself and the company, and the user confirmed they had a minute, but the conversation ended abruptly before any substantial information could be exchanged.",2026-05-07T11:13:30.810653Z,
16701,Domain Networks Pvt Ltd,+919886090907,venkat@domainnetworks.in,Domain Networks Pvt Ltd,completed,Answered,"The call started with an introduction from Radhika of Procucev, Bangalore, asking if the recipient had a quick minute. The transcript ends before any further interaction.",2026-05-07T11:10:01.690272Z,
16702,GADGETOLOGY NETWORK PRIVATE LIMITED,+917899402171,support@gadgetology.in,GADGETOLOGY NETWORK PRIVATE LIMITED,completed,Answered,The call initiated with the agent introducing themselves and asking for the prospect's availability. No further interaction or progress was made in this snippet.,2026-05-07T11:08:14.436933Z,
16703,Dynamic It Services,+919810735243,sunilyadav@dynamicitservices.in,Dynamic It Services,completed,Answered,The call was extremely brief and ended abruptly before any meaningful conversation or lead qualification could occur. The assistant introduced herself but did not get a chance to present the offer.,2026-05-07T11:05:05.757522Z,
16704,AMAR RADIO CORPORATION,+917975477851,sales84@amarradio.com,AMAR RADIO CORPORATION,completed,Answered,The call begins with the sales assistant introducing themselves and asking if the prospect has a minute. No actual sales conversation or outcome has occurred yet.,2026-05-07T11:01:28.923801Z,
16705,TenX Services Private Limited,+919916949898,sales@tenxworld.com,TenX Services Private Limited,completed,Answered,The call has just begun with the sales assistant introducing herself and asking if the prospect has a minute.,2026-05-07T11:00:21.636113Z,
16706,Sathyas Networks,+919620660099,sales@sathyasnetworks.com,Sathyas Networks,completed,Answered,"The call initiated with the agent's introduction and a request for time, but the transcript ends without any recorded interaction or response from the prospect.",2026-05-07T10:55:17.074245Z,
16707,Avoor Networks Pvt. Ltd.,+919632819991,sales@avoornetworks.com,Avoor Networks Pvt. Ltd.,completed,Answered,The call has just initiated with the sales agent introducing themselves and asking if the prospect has a minute to talk.,2026-05-07T10:52:33.532352Z,
16708,TermVertex Blr,+919845076102,prathishraj@teamvertex.com,TermVertex Blr,completed,Answered,"The sales assistant introduced themselves and asked for a minute of the prospect's time, but the transcript ends before any response or further interaction.",2026-05-07T10:50:00.759191Z,
16709,StaunchOndemand Solutions Private Limited,+919759925701,nitesh@sodspl.com,StaunchOndemand Solutions Private Limited,completed,Answered,"The call is an initial cold outreach where the agent introduces themselves and asks if the prospect has a minute, but no actual conversation or sales pitch has occurred.",2026-05-07T10:48:47.495120Z,
16710,Synergy Systems & Pheripherals,+919841746593,nfo1@synergysystem.in,Synergy Systems & Pheripherals,completed,Answered,"The call was brief and unintelligible, failing to progress beyond initial greetings due to communication issues.",2026-05-07T10:47:52.126045Z,
16711,Kamalveer Systems,+918886331764,info@kamalveersystems.net,Kamalveer Systems,completed,Answered,"The sales agent initiated the call and provided an introduction, but the transcript ends before any meaningful interaction or response from the prospect occurred.",2026-05-07T10:33:56.620972Z,
16712,Gowra Bits & Bytes Private Limited,+919866669151,hello@gbb.co.in,Gowra Bits & Bytes Private Limited,completed,Answered,The call just started with the sales agent introducing herself and asking if the prospect has a minute. No interaction or outcome beyond the introduction has occurred.,2026-05-07T10:32:43.271667Z,
16713,ServerCart,+919343334445,greenitblr@gmail.com,ServerCart,completed,Answered,The call has just begun with the agent introducing herself and asking for a minute of the prospect's time. No actual conversation or outcome has been reached yet.,2026-05-07T10:29:22.830219Z,
16714,Jyeshtha Solutions Pvt. Ltd.,+919845104804,contact@jyeshtha.com,Jyeshtha Solutions Pvt. Ltd.,completed,Answered,"The sales agent has just introduced herself and her company, asking if the prospect has a minute to talk. No actual conversation or outcome has been reached yet.",2026-05-07T10:26:48.137168Z,
16228,Edream,+919663377073,contact@edream.co.in,Edream,completed,Interested,"The sales agent made initial contact and successfully obtained an email address from the user, indicating a potential lead, despite some communication issues.",2026-05-07T10:24:54.517414Z,
16715,Anandit infotech India Pvt Ltd,+919945609325,admin@ananditinfotech.in,Anandit infotech India Pvt Ltd,completed,Answered,"The call transcript only includes the sales agent's opening introduction and a question to the prospect, with no interaction or outcome yet.",2026-05-07T10:23:29.032142Z,
16716,Dynamic It Services,+919810735243,sunilyadav@dynamicitservices.in,Dynamic It Services,completed,Answered,The call has just begun with the sales agent introducing themselves and asking for a minute of the prospect's time.,2026-05-07T10:21:47.697563Z,
16717,Green it Soluzione,+918879739774,samkhancisco1993@gmail.com,Green it Soluzione,completed,Answered,"The call began with the assistant introducing herself and asking for a minute of the prospect's time, but no further interaction or outcome is recorded in this snippet.",2026-05-07T10:18:48.875426Z,
16718,Secure Tel Networks Inc,+919448082646,Info@Securetel.In,Secure Tel Networks Inc,completed,Answered,"The call initiated with the sales assistant introducing herself and her company, then immediately asking the prospect if they had a moment. No further conversation or prospect response is recorded.",2026-05-07T10:17:29.630609Z,
16719,METAPOINT TECHNOLOGIES PVT LTD,+919989544438,hari@metapoint.in,METAPOINT TECHNOLOGIES PVT LTD,completed,Answered,"The call was extremely brief and fragmented, with very poor and unclear communication from both the assistant and the user. No meaningful conversation or progress was made.",2026-05-07T10:14:59.830342Z,
16720,Enertech UPS Pvt Ltd,+919373336340,sales@enertechups.com,Enertech UPS Pvt Ltd,completed,Answered,"The call is at its very beginning, with the agent introducing herself and asking if the prospect has a minute. No interaction or outcome has occurred yet.",2026-05-07T10:09:37.249581Z,
16721,Waaree Solar Power Centre,+919764868688,anuradha.thakur@prianenergy.com,Waaree Solar Power Centre,completed,Answered,"The sales agent initiated the call with an introduction and a request for the contact's time, but the interaction was cut short.",2026-05-07T10:02:21.442937Z,
16722,Ultra Power Solutions,+917718926713,support@ultraups.com,Ultra Power Solutions,completed,Answered,"The sales agent initiated a call and introduced themselves, but the transcript ends before any conversation or outcome is established.",2026-05-07T09:58:36.026437Z,
16723,EnerTech UPS Pvt Ltd.,+919373336340,support@enertechups.com,EnerTech UPS Pvt Ltd.,completed,Answered,"The call has just begun with an introduction from Radhika of Procucev, Bangalore, asking if the recipient has a minute.",2026-05-07T09:57:12.699406Z,
16724,Costa Power Industries Pvt. Ltd.,+917971671193,sunil@upscbatteriesindia.com,Costa Power Industries Pvt. Ltd.,completed,Answered,Failed to analyze: Server error '503 Service Unavailable' for url 'https://generativelanguage.googleapis.com/v1beta/models/gemini-flash-latest:generateContent?key=AIzaSyB18P2O-Ir-BAWpM-gbms03122SrAgVIp0' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/503,2026-05-07T09:55:27.075860Z,
16725,Tanushri Power Solutions,+918380957628,service.tanushripowersolutions@gmail.com,Tanushri Power Solutions,completed,Answered,"The agent introduced herself, but the conversation became unclear when the user mentioned 'payment' and the agent responded in a mix of Hindi and English. The call failed to establish a clear purpose or move the lead forward.",2026-05-07T09:53:21.525774Z,
16229,Sycom Power Protection Pvt Ltd,+919821154210,sales@sycompower.com,Sycom Power Protection Pvt Ltd,completed,Interested,"The assistant made an initial outreach call, and after some unclear communication, the user provided an email address for further information regarding the call's purpose.",2026-05-07T09:47:12.882110Z,
16726,Skynet Power Solutions Pvt. Ltd.,+919930682519,sales@skynetups.in,Skynet Power Solutions Pvt. Ltd.,completed,Answered,"The call began with an introduction from Radhika of Procucev, Bangalore, who then asked if the recipient had a quick minute to talk.",2026-05-07T09:46:05.505735Z,
16727,Sk Power Engineering,+919930299228,sales@skpowerengineering.in,Sk Power Engineering,completed,Answered,The sales agent initiated the call with an introduction but the transcript ends before any meaningful interaction or response from the lead.,2026-05-07T09:44:36.248872Z,
16728,Batt Power Company,+919860178649,sales@battpower.in,Batt Power Company,completed,Answered,The call is an initial outreach where the assistant introduces herself and asks for a minute of the prospect's time. No actual conversation or outcome has occurred yet.,2026-05-07T09:38:59.754508Z,
16230,Transfield Transformers & Electronics Pvt Ltd,+919922123344,pandit@transfieldpune.com,Transfield Transformers & Electronics Pvt Ltd,completed,Interested,The user confirmed their phone number is registered on WhatsApp and requested that information be sent there for further review.,2026-05-07T09:32:25.383762Z,
16729,Nishan Power Converters,+919145193888,mktg@nishan.in,Nishan Power Converters,completed,Answered,"The call has just begun with an introduction from Radhika of Procucev, Bangalore, who is asking if the recipient has a quick minute.",2026-05-07T09:26:46.625343Z,
16231,MK POWER DISTRIBUTORS,+919021353189,mkpowersystem74@gmail.com,MK POWER DISTRIBUTORS,completed,Interested,"The call, despite initial confusion, successfully identified the user's interest in a ""power system"" related service. The user provided their contact number and requested immediate action.",2026-05-07T09:23:50.952219Z,
16730,J K Power Guard,+919302093090,jkpowerguard@yahoo.com,J K Power Guard,completed,Answered,"The call transcript is extremely short, showing only the sales agent's initial greeting and request for a minute of the prospect's time. No interaction or response from the prospect is recorded.",2026-05-07T09:23:29.753709Z,
16731,Super Tech Power Systems,+919821170829,info@supertechpower.com,Super Tech Power Systems,completed,Answered,"The sales agent failed to connect with the decision-maker, encountering a potential gatekeeper who asked to check for the intended recipient.",2026-05-07T09:23:02.457635Z,
16732,S M Power Systems,+919922516363,info@smpowersystems.com,S M Power Systems,completed,Answered,The call has just begun with an introduction from the sales agent and a request for the prospect's availability.,2026-05-07T09:22:37.225986Z,
